Season;date;N;N7;age;flu_pick
2015-2016;2016-07-09;4;143;Older than 64;
2015-2016;2016-07-10;15;496;Total;
2015-2016;2016-07-10;4;162;Younger than 15;
2015-2016;2016-07-10;4;189;Between 15 and 64;
2015-2016;2016-07-10;7;145;Older than 64;
2015-2016;2016-07-11;111;478;Total;
2015-2016;2016-07-11;46;162;Younger than 15;
2015-2016;2016-07-11;36;180;Between 15 and 64;
2015-2016;2016-07-11;29;136;Older than 64;
2015-2016;2016-07-12;68;448;Total;
2015-2016;2016-07-12;23;153;Younger than 15;
2015-2016;2016-07-12;25;169;Between 15 and 64;
2015-2016;2016-07-12;20;126;Older than 64;
2015-2016;2016-07-13;69;441;Total;
2015-2016;2016-07-13;29;160;Younger than 15;
2015-2016;2016-07-13;25;162;Between 15 and 64;
2015-2016;2016-07-13;15;119;Older than 64;
2015-2016;2016-07-14;76;426;Total;
2015-2016;2016-07-14;21;146;Younger than 15;
2015-2016;2016-07-14;28;157;Between 15 and 64;
2015-2016;2016-07-14;27;123;Older than 64;
2015-2016;2016-07-15;83;438;Total;
2015-2016;2016-07-15;30;156;Younger than 15;
2015-2016;2016-07-15;25;152;Between 15 and 64;
2015-2016;2016-07-15;28;130;Older than 64;
2015-2016;2016-07-16;9;431;Total;
2015-2016;2016-07-16;1;154;Younger than 15;
2015-2016;2016-07-16;8;151;Between 15 and 64;
2015-2016;2016-07-16;0;126;Older than 64;
2015-2016;2016-07-17;16;432;Total;
2015-2016;2016-07-17;2;152;Younger than 15;
2015-2016;2016-07-17;6;153;Between 15 and 64;
2015-2016;2016-07-17;8;127;Older than 64;
2015-2016;2016-07-18;91;412;Total;
2015-2016;2016-07-18;33;139;Younger than 15;
2015-2016;2016-07-18;30;147;Between 15 and 64;
2015-2016;2016-07-18;28;126;Older than 64;
2015-2016;2016-07-19;70;414;Total;
2015-2016;2016-07-19;25;141;Younger than 15;
2015-2016;2016-07-19;23;145;Between 15 and 64;
2015-2016;2016-07-19;22;128;Older than 64;
2015-2016;2016-07-20;81;426;Total;
2015-2016;2016-07-20;26;138;Younger than 15;
2015-2016;2016-07-20;29;149;Between 15 and 64;
2015-2016;2016-07-20;26;139;Older than 64;
2015-2016;2016-07-21;63;413;Total;
2015-2016;2016-07-21;18;135;Younger than 15;
2015-2016;2016-07-21;19;140;Between 15 and 64;
2015-2016;2016-07-21;26;138;Older than 64;
2015-2016;2016-07-22;64;394;Total;
2015-2016;2016-07-22;23;128;Younger than 15;
2015-2016;2016-07-22;20;135;Between 15 and 64;
2015-2016;2016-07-22;21;131;Older than 64;
2015-2016;2016-07-23;15;400;Total;
2015-2016;2016-07-23;2;129;Younger than 15;
2015-2016;2016-07-23;8;135;Between 15 and 64;
2015-2016;2016-07-23;5;136;Older than 64;
2015-2016;2016-07-24;16;400;Total;
2015-2016;2016-07-24;1;128;Younger than 15;
2015-2016;2016-07-24;9;138;Between 15 and 64;
2015-2016;2016-07-24;6;134;Older than 64;
2015-2016;2016-07-25;87;396;Total;
2015-2016;2016-07-25;26;121;Younger than 15;
2015-2016;2016-07-25;31;139;Between 15 and 64;
2015-2016;2016-07-25;30;136;Older than 64;
2015-2016;2016-07-26;87;413;Total;
2015-2016;2016-07-26;31;127;Younger than 15;
2015-2016;2016-07-26;33;149;Between 15 and 64;
2015-2016;2016-07-26;23;137;Older than 64;
2015-2016;2016-07-27;84;416;Total;
2015-2016;2016-07-27;31;132;Younger than 15;
2015-2016;2016-07-27;19;139;Between 15 and 64;
2015-2016;2016-07-27;34;145;Older than 64;
2015-2016;2016-07-28;69;422;Total;
2015-2016;2016-07-28;24;138;Younger than 15;
2015-2016;2016-07-28;24;144;Between 15 and 64;
2015-2016;2016-07-28;21;140;Older than 64;
2015-2016;2016-07-29;67;425;Total;
2015-2016;2016-07-29;18;133;Younger than 15;
2015-2016;2016-07-29;30;154;Between 15 and 64;
2015-2016;2016-07-29;19;138;Older than 64;
2015-2016;2016-07-30;13;423;Total;
2015-2016;2016-07-30;2;133;Younger than 15;
2015-2016;2016-07-30;7;153;Between 15 and 64;
2015-2016;2016-07-30;4;137;Older than 64;
2015-2016;2016-07-31;9;416;Total;
2015-2016;2016-07-31;1;133;Younger than 15;
2015-2016;2016-07-31;2;146;Between 15 and 64;
2015-2016;2016-07-31;6;137;Older than 64;
2015-2016;2016-08-01;87;416;Total;
2015-2016;2016-08-01;24;131;Younger than 15;
2015-2016;2016-08-01;39;154;Between 15 and 64;
2015-2016;2016-08-01;24;131;Older than 64;
2015-2016;2016-08-02;66;395;Total;
2015-2016;2016-08-02;18;118;Younger than 15;
2015-2016;2016-08-02;22;143;Between 15 and 64;
2015-2016;2016-08-02;26;134;Older than 64;
2015-2016;2016-08-03;68;379;Total;
2015-2016;2016-08-03;21;108;Younger than 15;
2015-2016;2016-08-03;21;145;Between 15 and 64;
2015-2016;2016-08-03;26;126;Older than 64;
2015-2016;2016-08-04;59;369;Total;
2015-2016;2016-08-04;13;97;Younger than 15;
2015-2016;2016-08-04;21;142;Between 15 and 64;
2015-2016;2016-08-04;25;130;Older than 64;
2015-2016;2016-08-05;79;381;Total;
2015-2016;2016-08-05;29;108;Younger than 15;
2015-2016;2016-08-05;23;135;Between 15 and 64;
2015-2016;2016-08-05;27;138;Older than 64;
2015-2016;2016-08-06;11;379;Total;
2015-2016;2016-08-06;0;106;Younger than 15;
2015-2016;2016-08-06;7;135;Between 15 and 64;
2015-2016;2016-08-06;4;138;Older than 64;
2015-2016;2016-08-07;11;381;Total;
2015-2016;2016-08-07;4;109;Younger than 15;
2015-2016;2016-08-07;5;138;Between 15 and 64;
2015-2016;2016-08-07;2;134;Older than 64;
2015-2016;2016-08-08;69;363;Total;
2015-2016;2016-08-08;11;96;Younger than 15;
2015-2016;2016-08-08;29;128;Between 15 and 64;
2015-2016;2016-08-08;29;139;Older than 64;
2015-2016;2016-08-09;57;354;Total;
2015-2016;2016-08-09;15;93;Younger than 15;
2015-2016;2016-08-09;22;128;Between 15 and 64;
2015-2016;2016-08-09;20;133;Older than 64;
2015-2016;2016-08-10;62;348;Total;
2015-2016;2016-08-10;15;87;Younger than 15;
2015-2016;2016-08-10;20;127;Between 15 and 64;
2015-2016;2016-08-10;27;134;Older than 64;
2015-2016;2016-08-11;54;343;Total;
2015-2016;2016-08-11;20;94;Younger than 15;
2015-2016;2016-08-11;15;121;Between 15 and 64;
2015-2016;2016-08-11;19;128;Older than 64;
2015-2016;2016-08-12;65;329;Total;
2015-2016;2016-08-12;16;81;Younger than 15;
2015-2016;2016-08-12;22;120;Between 15 and 64;
2015-2016;2016-08-12;27;128;Older than 64;
2015-2016;2016-08-13;18;336;Total;
2015-2016;2016-08-13;4;85;Younger than 15;
2015-2016;2016-08-13;3;116;Between 15 and 64;
2015-2016;2016-08-13;11;135;Older than 64;
2015-2016;2016-08-14;16;341;Total;
2015-2016;2016-08-14;0;81;Younger than 15;
2015-2016;2016-08-14;11;122;Between 15 and 64;
2015-2016;2016-08-14;5;138;Older than 64;
2015-2016;2016-08-15;12;284;Total;
2015-2016;2016-08-15;2;72;Younger than 15;
2015-2016;2016-08-15;5;98;Between 15 and 64;
2015-2016;2016-08-15;5;114;Older than 64;
2015-2016;2016-08-16;56;283;Total;
2015-2016;2016-08-16;14;71;Younger than 15;
2015-2016;2016-08-16;20;96;Between 15 and 64;
2015-2016;2016-08-16;22;116;Older than 64;
2015-2016;2016-08-17;52;273;Total;
2015-2016;2016-08-17;16;72;Younger than 15;
2015-2016;2016-08-17;14;90;Between 15 and 64;
2015-2016;2016-08-17;22;111;Older than 64;
2015-2016;2016-08-18;61;280;Total;
2015-2016;2016-08-18;18;70;Younger than 15;
2015-2016;2016-08-18;24;99;Between 15 and 64;
2015-2016;2016-08-18;19;111;Older than 64;
2015-2016;2016-08-19;49;264;Total;
2015-2016;2016-08-19;7;61;Younger than 15;
2015-2016;2016-08-19;19;96;Between 15 and 64;
2015-2016;2016-08-19;23;107;Older than 64;
2015-2016;2016-08-20;14;260;Total;
2015-2016;2016-08-20;1;58;Younger than 15;
2015-2016;2016-08-20;6;99;Between 15 and 64;
2015-2016;2016-08-20;7;103;Older than 64;
2015-2016;2016-08-21;20;264;Total;
2015-2016;2016-08-21;4;62;Younger than 15;
2015-2016;2016-08-21;11;99;Between 15 and 64;
2015-2016;2016-08-21;5;103;Older than 64;
2015-2016;2016-08-22;88;340;Total;
2015-2016;2016-08-22;13;73;Younger than 15;
2015-2016;2016-08-22;38;132;Between 15 and 64;
2015-2016;2016-08-22;37;135;Older than 64;
2015-2016;2016-08-23;74;358;Total;
2015-2016;2016-08-23;16;75;Younger than 15;
2015-2016;2016-08-23;30;142;Between 15 and 64;
2015-2016;2016-08-23;28;141;Older than 64;
2015-2016;2016-08-24;66;372;Total;
2015-2016;2016-08-24;22;81;Younger than 15;
2015-2016;2016-08-24;21;149;Between 15 and 64;
2015-2016;2016-08-24;23;142;Older than 64;
2015-2016;2016-08-25;58;369;Total;
2015-2016;2016-08-25;7;70;Younger than 15;
2015-2016;2016-08-25;25;150;Between 15 and 64;
2015-2016;2016-08-25;26;149;Older than 64;
2015-2016;2016-08-26;73;393;Total;
2015-2016;2016-08-26;13;76;Younger than 15;
2015-2016;2016-08-26;34;165;Between 15 and 64;
2015-2016;2016-08-26;26;152;Older than 64;
2015-2016;2016-08-27;18;397;Total;
2015-2016;2016-08-27;2;77;Younger than 15;
2015-2016;2016-08-27;11;170;Between 15 and 64;
2015-2016;2016-08-27;5;150;Older than 64;
2015-2016;2016-08-28;8;385;Total;
2015-2016;2016-08-28;1;74;Younger than 15;
2015-2016;2016-08-28;5;164;Between 15 and 64;
2015-2016;2016-08-28;2;147;Older than 64;
2015-2016;2016-08-29;86;383;Total;
2015-2016;2016-08-29;17;78;Younger than 15;
2015-2016;2016-08-29;43;169;Between 15 and 64;
2015-2016;2016-08-29;26;136;Older than 64;
2015-2016;2016-08-30;68;377;Total;
2015-2016;2016-08-30;12;74;Younger than 15;
2015-2016;2016-08-30;33;172;Between 15 and 64;
2015-2016;2016-08-30;23;131;Older than 64;
2015-2016;2016-08-31;76;387;Total;
2015-2016;2016-08-31;12;64;Younger than 15;
2015-2016;2016-08-31;32;183;Between 15 and 64;
2015-2016;2016-08-31;32;140;Older than 64;
2016-2017;2016-09-01;68;397;Total;
2016-2017;2016-09-01;13;70;Younger than 15;
2016-2017;2016-09-01;27;185;Between 15 and 64;
2016-2017;2016-09-01;28;142;Older than 64;
2016-2017;2016-09-02;52;376;Total;
2016-2017;2016-09-02;8;65;Younger than 15;
2016-2017;2016-09-02;19;170;Between 15 and 64;
2016-2017;2016-09-02;25;141;Older than 64;
2016-2017;2016-09-03;14;372;Total;
2016-2017;2016-09-03;0;63;Younger than 15;
2016-2017;2016-09-03;10;169;Between 15 and 64;
2016-2017;2016-09-03;4;140;Older than 64;
2016-2017;2016-09-04;9;373;Total;
2016-2017;2016-09-04;1;63;Younger than 15;
2016-2017;2016-09-04;6;170;Between 15 and 64;
2016-2017;2016-09-04;2;140;Older than 64;
2016-2017;2016-09-05;91;378;Total;
2016-2017;2016-09-05;17;63;Younger than 15;
2016-2017;2016-09-05;49;176;Between 15 and 64;
2016-2017;2016-09-05;25;139;Older than 64;
2016-2017;2016-09-06;69;379;Total;
2016-2017;2016-09-06;11;62;Younger than 15;
2016-2017;2016-09-06;28;171;Between 15 and 64;
2016-2017;2016-09-06;30;146;Older than 64;
2016-2017;2016-09-07;55;358;Total;
2016-2017;2016-09-07;10;60;Younger than 15;
2016-2017;2016-09-07;23;162;Between 15 and 64;
2016-2017;2016-09-07;22;136;Older than 64;
2016-2017;2016-09-08;52;342;Total;
2016-2017;2016-09-08;5;52;Younger than 15;
2016-2017;2016-09-08;26;161;Between 15 and 64;
2016-2017;2016-09-08;21;129;Older than 64;
2016-2017;2016-09-09;60;350;Total;
2016-2017;2016-09-09;11;55;Younger than 15;
2016-2017;2016-09-09;28;170;Between 15 and 64;
2016-2017;2016-09-09;21;125;Older than 64;
2016-2017;2016-09-10;17;353;Total;
2016-2017;2016-09-10;3;58;Younger than 15;
2016-2017;2016-09-10;12;172;Between 15 and 64;
2016-2017;2016-09-10;2;123;Older than 64;
2016-2017;2016-09-11;7;351;Total;
2016-2017;2016-09-11;1;58;Younger than 15;
2016-2017;2016-09-11;0;166;Between 15 and 64;
2016-2017;2016-09-11;6;127;Older than 64;
2016-2017;2016-09-12;103;363;Total;
2016-2017;2016-09-12;13;54;Younger than 15;
2016-2017;2016-09-12;53;170;Between 15 and 64;
2016-2017;2016-09-12;37;139;Older than 64;
2016-2017;2016-09-13;84;378;Total;
2016-2017;2016-09-13;12;55;Younger than 15;
2016-2017;2016-09-13;37;179;Between 15 and 64;
2016-2017;2016-09-13;35;144;Older than 64;
2016-2017;2016-09-14;69;392;Total;
2016-2017;2016-09-14;11;56;Younger than 15;
2016-2017;2016-09-14;29;185;Between 15 and 64;
2016-2017;2016-09-14;29;151;Older than 64;
2016-2017;2016-09-15;66;406;Total;
2016-2017;2016-09-15;11;62;Younger than 15;
2016-2017;2016-09-15;29;188;Between 15 and 64;
2016-2017;2016-09-15;26;156;Older than 64;
2016-2017;2016-09-16;69;415;Total;
2016-2017;2016-09-16;8;59;Younger than 15;
2016-2017;2016-09-16;40;200;Between 15 and 64;
2016-2017;2016-09-16;21;156;Older than 64;
2016-2017;2016-09-17;21;419;Total;
2016-2017;2016-09-17;3;59;Younger than 15;
2016-2017;2016-09-17;15;203;Between 15 and 64;
2016-2017;2016-09-17;3;157;Older than 64;
2016-2017;2016-09-18;16;428;Total;
2016-2017;2016-09-18;3;61;Younger than 15;
2016-2017;2016-09-18;7;210;Between 15 and 64;
2016-2017;2016-09-18;6;157;Older than 64;
2016-2017;2016-09-19;90;415;Total;
2016-2017;2016-09-19;22;70;Younger than 15;
2016-2017;2016-09-19;42;199;Between 15 and 64;
2016-2017;2016-09-19;26;146;Older than 64;
2016-2017;2016-09-20;87;418;Total;
2016-2017;2016-09-20;15;73;Younger than 15;
2016-2017;2016-09-20;34;196;Between 15 and 64;
2016-2017;2016-09-20;38;149;Older than 64;
2016-2017;2016-09-21;72;421;Total;
2016-2017;2016-09-21;12;74;Younger than 15;
2016-2017;2016-09-21;29;196;Between 15 and 64;
2016-2017;2016-09-21;31;151;Older than 64;
2016-2017;2016-09-22;82;437;Total;
2016-2017;2016-09-22;13;76;Younger than 15;
2016-2017;2016-09-22;40;207;Between 15 and 64;
2016-2017;2016-09-22;29;154;Older than 64;
2016-2017;2016-09-23;53;421;Total;
2016-2017;2016-09-23;14;82;Younger than 15;
2016-2017;2016-09-23;17;184;Between 15 and 64;
2016-2017;2016-09-23;22;155;Older than 64;
2016-2017;2016-09-24;16;416;Total;
2016-2017;2016-09-24;0;79;Younger than 15;
2016-2017;2016-09-24;10;179;Between 15 and 64;
2016-2017;2016-09-24;6;158;Older than 64;
2016-2017;2016-09-25;9;409;Total;
2016-2017;2016-09-25;2;78;Younger than 15;
2016-2017;2016-09-25;4;176;Between 15 and 64;
2016-2017;2016-09-25;3;155;Older than 64;
2016-2017;2016-09-26;85;404;Total;
2016-2017;2016-09-26;31;87;Younger than 15;
2016-2017;2016-09-26;31;165;Between 15 and 64;
2016-2017;2016-09-26;23;152;Older than 64;
2016-2017;2016-09-27;112;429;Total;
2016-2017;2016-09-27;39;111;Younger than 15;
2016-2017;2016-09-27;32;163;Between 15 and 64;
2016-2017;2016-09-27;41;155;Older than 64;
2016-2017;2016-09-28;73;430;Total;
2016-2017;2016-09-28;24;123;Younger than 15;
2016-2017;2016-09-28;22;156;Between 15 and 64;
2016-2017;2016-09-28;27;151;Older than 64;
2016-2017;2016-09-29;74;422;Total;
2016-2017;2016-09-29;20;130;Younger than 15;
2016-2017;2016-09-29;25;141;Between 15 and 64;
2016-2017;2016-09-29;29;151;Older than 64;
2016-2017;2016-09-30;77;446;Total;
2016-2017;2016-09-30;20;136;Younger than 15;
2016-2017;2016-09-30;22;146;Between 15 and 64;
2016-2017;2016-09-30;35;164;Older than 64;
2016-2017;2016-10-01;20;450;Total;
2016-2017;2016-10-01;4;140;Younger than 15;
2016-2017;2016-10-01;9;145;Between 15 and 64;
2016-2017;2016-10-01;7;165;Older than 64;
2016-2017;2016-10-02;15;456;Total;
2016-2017;2016-10-02;3;141;Younger than 15;
2016-2017;2016-10-02;6;147;Between 15 and 64;
2016-2017;2016-10-02;6;168;Older than 64;
2016-2017;2016-10-03;139;510;Total;
2016-2017;2016-10-03;49;159;Younger than 15;
2016-2017;2016-10-03;55;171;Between 15 and 64;
2016-2017;2016-10-03;35;180;Older than 64;
2016-2017;2016-10-04;93;491;Total;
2016-2017;2016-10-04;32;152;Younger than 15;
2016-2017;2016-10-04;34;173;Between 15 and 64;
2016-2017;2016-10-04;27;166;Older than 64;
2016-2017;2016-10-05;106;524;Total;
2016-2017;2016-10-05;35;163;Younger than 15;
2016-2017;2016-10-05;40;191;Between 15 and 64;
2016-2017;2016-10-05;31;170;Older than 64;
2016-2017;2016-10-06;107;557;Total;
2016-2017;2016-10-06;36;179;Younger than 15;
2016-2017;2016-10-06;32;198;Between 15 and 64;
2016-2017;2016-10-06;39;180;Older than 64;
2016-2017;2016-10-07;94;574;Total;
2016-2017;2016-10-07;36;195;Younger than 15;
2016-2017;2016-10-07;27;203;Between 15 and 64;
2016-2017;2016-10-07;31;176;Older than 64;
2016-2017;2016-10-08;25;579;Total;
2016-2017;2016-10-08;1;192;Younger than 15;
2016-2017;2016-10-08;17;211;Between 15 and 64;
2016-2017;2016-10-08;7;176;Older than 64;
2016-2017;2016-10-09;18;582;Total;
2016-2017;2016-10-09;4;193;Younger than 15;
2016-2017;2016-10-09;5;210;Between 15 and 64;
2016-2017;2016-10-09;9;179;Older than 64;
2016-2017;2016-10-10;125;568;Total;
2016-2017;2016-10-10;29;173;Younger than 15;
2016-2017;2016-10-10;58;213;Between 15 and 64;
2016-2017;2016-10-10;38;182;Older than 64;
2016-2017;2016-10-11;111;586;Total;
2016-2017;2016-10-11;25;166;Younger than 15;
2016-2017;2016-10-11;51;230;Between 15 and 64;
2016-2017;2016-10-11;35;190;Older than 64;
2016-2017;2016-10-12;22;502;Total;
2016-2017;2016-10-12;3;134;Younger than 15;
2016-2017;2016-10-12;10;200;Between 15 and 64;
2016-2017;2016-10-12;9;168;Older than 64;
2016-2017;2016-10-13;120;515;Total;
2016-2017;2016-10-13;34;132;Younger than 15;
2016-2017;2016-10-13;43;211;Between 15 and 64;
2016-2017;2016-10-13;43;172;Older than 64;
2016-2017;2016-10-14;103;524;Total;
2016-2017;2016-10-14;37;133;Younger than 15;
2016-2017;2016-10-14;29;213;Between 15 and 64;
2016-2017;2016-10-14;37;178;Older than 64;
2016-2017;2016-10-15;20;519;Total;
2016-2017;2016-10-15;4;136;Younger than 15;
2016-2017;2016-10-15;7;203;Between 15 and 64;
2016-2017;2016-10-15;9;180;Older than 64;
2016-2017;2016-10-16;12;513;Total;
2016-2017;2016-10-16;4;136;Younger than 15;
2016-2017;2016-10-16;6;204;Between 15 and 64;
2016-2017;2016-10-16;2;173;Older than 64;
2016-2017;2016-10-17;150;538;Total;
2016-2017;2016-10-17;43;150;Younger than 15;
2016-2017;2016-10-17;53;199;Between 15 and 64;
2016-2017;2016-10-17;54;189;Older than 64;
2016-2017;2016-10-18;133;560;Total;
2016-2017;2016-10-18;42;167;Younger than 15;
2016-2017;2016-10-18;45;193;Between 15 and 64;
2016-2017;2016-10-18;46;200;Older than 64;
2016-2017;2016-10-19;104;642;Total;
2016-2017;2016-10-19;29;193;Younger than 15;
2016-2017;2016-10-19;40;223;Between 15 and 64;
2016-2017;2016-10-19;35;226;Older than 64;
2016-2017;2016-10-20;127;649;Total;
2016-2017;2016-10-20;39;198;Younger than 15;
2016-2017;2016-10-20;48;228;Between 15 and 64;
2016-2017;2016-10-20;40;223;Older than 64;
2016-2017;2016-10-21;105;651;Total;
2016-2017;2016-10-21;32;193;Younger than 15;
2016-2017;2016-10-21;32;231;Between 15 and 64;
2016-2017;2016-10-21;41;227;Older than 64;
2016-2017;2016-10-22;16;647;Total;
2016-2017;2016-10-22;1;190;Younger than 15;
2016-2017;2016-10-22;9;233;Between 15 and 64;
2016-2017;2016-10-22;6;224;Older than 64;
2016-2017;2016-10-23;19;654;Total;
2016-2017;2016-10-23;3;189;Younger than 15;
2016-2017;2016-10-23;8;235;Between 15 and 64;
2016-2017;2016-10-23;8;230;Older than 64;
2016-2017;2016-10-24;193;697;Total;
2016-2017;2016-10-24;46;192;Younger than 15;
2016-2017;2016-10-24;66;248;Between 15 and 64;
2016-2017;2016-10-24;81;257;Older than 64;
2016-2017;2016-10-25;125;689;Total;
2016-2017;2016-10-25;43;193;Younger than 15;
2016-2017;2016-10-25;38;241;Between 15 and 64;
2016-2017;2016-10-25;44;255;Older than 64;
2016-2017;2016-10-26;125;710;Total;
2016-2017;2016-10-26;38;202;Younger than 15;
2016-2017;2016-10-26;47;248;Between 15 and 64;
2016-2017;2016-10-26;40;260;Older than 64;
2016-2017;2016-10-27;122;705;Total;
2016-2017;2016-10-27;33;196;Younger than 15;
2016-2017;2016-10-27;49;249;Between 15 and 64;
2016-2017;2016-10-27;40;260;Older than 64;
2016-2017;2016-10-28;105;705;Total;
2016-2017;2016-10-28;39;203;Younger than 15;
2016-2017;2016-10-28;28;245;Between 15 and 64;
2016-2017;2016-10-28;38;257;Older than 64;
2016-2017;2016-10-29;31;720;Total;
2016-2017;2016-10-29;5;207;Younger than 15;
2016-2017;2016-10-29;11;247;Between 15 and 64;
2016-2017;2016-10-29;15;266;Older than 64;
2016-2017;2016-10-30;16;717;Total;
2016-2017;2016-10-30;6;210;Younger than 15;
2016-2017;2016-10-30;7;246;Between 15 and 64;
2016-2017;2016-10-30;3;261;Older than 64;
2016-2017;2016-10-31;115;639;Total;
2016-2017;2016-10-31;39;203;Younger than 15;
2016-2017;2016-10-31;37;217;Between 15 and 64;
2016-2017;2016-10-31;39;219;Older than 64;
2016-2017;2016-11-01;27;541;Total;
2016-2017;2016-11-01;7;167;Younger than 15;
2016-2017;2016-11-01;11;190;Between 15 and 64;
2016-2017;2016-11-01;9;184;Older than 64;
2016-2017;2016-11-02;174;590;Total;
2016-2017;2016-11-02;64;193;Younger than 15;
