date;N;N7;age
2017-04-26;21;131;Total
2017-04-27;14;114;Total
2017-04-28;16;111;Total
2017-04-29;7;109;Total
2017-04-30;19;119;Total
2017-05-01;14;114;Total
2017-05-02;27;118;Total
2017-05-03;21;118;Total
2017-05-04;24;128;Total
2017-05-05;11;123;Total
2017-05-06;11;127;Total
2017-05-07;6;114;Total
2017-05-08;17;117;Total
2017-05-09;16;106;Total
2017-05-10;25;110;Total
2017-05-11;19;105;Total
2017-05-12;13;107;Total
2017-05-13;4;100;Total
2017-05-14;4;98;Total
2017-05-15;20;101;Total
2017-05-16;16;101;Total
2017-05-17;9;85;Total
2017-05-18;15;81;Total
2017-05-19;15;83;Total
2017-05-20;5;84;Total
2017-05-21;7;87;Total
2017-05-22;21;88;Total
2017-05-23;13;85;Total
2017-05-24;11;87;Total
2017-05-25;14;86;Total
2017-05-26;10;81;Total
2017-05-27;9;85;Total
2017-05-28;9;87;Total
2017-05-29;11;77;Total
2017-05-30;10;74;Total
2017-05-31;13;76;Total
2017-06-01;15;77;Total
2017-06-02;6;73;Total
2017-06-03;5;69;Total
2017-06-04;2;62;Total
2017-06-05;8;59;Total
2017-06-06;7;56;Total
2017-06-07;5;48;Total
2017-06-08;3;36;Total
2017-06-09;9;39;Total
2017-06-10;3;37;Total
2017-06-11;2;37;Total
2017-06-12;12;41;Total
2017-06-13;6;40;Total
2017-06-14;10;45;Total
2017-06-15;9;51;Total
2017-06-16;6;48;Total
2017-06-17;2;47;Total
2017-06-18;2;47;Total
2017-06-19;4;39;Total
2017-06-20;10;43;Total
2017-06-21;8;41;Total
2017-06-22;7;39;Total
2017-06-23;7;40;Total
2017-06-24;2;40;Total
2017-06-25;8;46;Total
2017-06-26;16;58;Total
2017-06-27;7;55;Total
2017-06-28;10;57;Total
2017-06-29;8;58;Total
2017-06-30;8;59;Total
2017-07-01;8;65;Total
2017-07-02;6;63;Total
2017-07-03;6;53;Total
2017-07-04;8;54;Total
2017-07-05;10;54;Total
2017-07-06;8;54;Total
2017-07-07;5;51;Total
2017-07-08;7;50;Total
2017-07-09;2;46;Total
2017-07-10;12;52;Total
2017-07-11;7;51;Total
2017-07-12;5;46;Total
2017-07-13;4;42;Total
2017-07-14;2;39;Total
2017-07-15;4;36;Total
2017-07-16;2;36;Total
2017-07-17;9;33;Total
2017-07-18;7;33;Total
2017-07-19;11;39;Total
2017-07-20;9;44;Total
2017-07-21;7;49;Total
2017-07-22;4;49;Total
2017-07-23;3;50;Total
2017-07-24;8;49;Total
2017-07-25;2;44;Total
2017-07-26;10;43;Total
2017-07-27;13;47;Total
2017-07-28;6;46;Total
2017-07-29;3;45;Total
2017-07-30;1;43;Total
2017-07-31;6;41;Total
2017-08-01;8;47;Total
2017-08-02;4;41;Total
2017-08-03;5;33;Total
2017-08-04;4;31;Total
2017-08-05;0;28;Total
2017-08-06;5;32;Total
2017-08-07;2;28;Total
2017-08-08;5;25;Total
2017-08-09;7;28;Total
2017-08-10;5;28;Total
2017-08-11;11;35;Total
2017-08-12;6;41;Total
2017-08-13;8;44;Total
2017-08-14;3;45;Total
2017-08-15;2;42;Total
2017-08-16;9;44;Total
2017-08-17;8;47;Total
2017-08-18;10;46;Total
2017-08-19;8;48;Total
2017-08-20;6;46;Total
2017-08-21;4;47;Total
2017-08-22;4;49;Total
2017-08-23;6;46;Total
2017-08-24;7;45;Total
2017-08-25;4;39;Total
2017-08-26;5;36;Total
2017-08-27;7;37;Total
2017-08-28;13;46;Total
2017-08-29;4;46;Total
2017-08-30;5;45;Total
2017-08-31;17;55;Total
2017-09-01;4;55;Total
2017-09-02;4;54;Total
2017-09-03;1;48;Total
2017-09-04;11;46;Total
2017-09-05;7;49;Total
2017-09-06;8;52;Total
2017-09-07;10;45;Total
2017-09-08;3;44;Total
2017-09-09;2;42;Total
2017-09-10;4;45;Total
2017-09-11;6;40;Total
2017-09-12;13;46;Total
2017-09-13;5;43;Total
2017-09-14;9;42;Total
2017-09-15;4;43;Total
2017-09-16;5;46;Total
2017-09-17;3;45;Total
2017-09-18;22;61;Total
2017-09-19;17;65;Total
2017-09-20;24;84;Total
2017-09-21;19;94;Total
2017-09-22;22;112;Total
2017-09-23;13;120;Total
2017-09-24;19;136;Total
2017-09-25;29;143;Total
2017-09-26;34;160;Total
2017-09-27;31;167;Total
2017-09-28;22;170;Total
2017-09-29;22;170;Total
2017-09-30;12;169;Total
2017-10-01;5;155;Total
2017-10-02;48;174;Total
2017-10-03;15;155;Total
2017-10-04;31;155;Total
2017-10-05;39;172;Total
2017-10-06;23;173;Total
2017-10-07;10;171;Total
2017-10-08;9;175;Total
2017-10-09;47;174;Total
2017-10-10;34;193;Total
2017-10-11;27;189;Total
2017-10-12;11;161;Total
2017-10-13;27;165;Total
2017-10-14;13;168;Total
2017-10-15;13;172;Total
2017-10-16;41;166;Total
2017-10-17;35;167;Total
2017-10-18;26;166;Total
2017-10-19;23;178;Total
2017-10-20;26;177;Total
2017-10-21;11;175;Total
2017-10-22;10;172;Total
2017-10-23;61;192;Total
2017-10-24;38;195;Total
2017-10-25;36;205;Total
2017-10-26;41;223;Total
2017-10-27;35;232;Total
2017-10-28;13;234;Total
2017-10-29;10;234;Total
2017-10-30;61;234;Total
2017-10-31;55;251;Total
2017-11-01;12;227;Total
2017-11-02;69;255;Total
2017-11-03;61;281;Total
2017-11-04;13;281;Total
2017-11-05;14;285;Total
2017-11-06;109;333;Total
2017-11-07;98;376;Total
2017-11-08;69;433;Total
2017-11-09;91;455;Total
2017-11-10;74;468;Total
2017-11-11;36;491;Total
2017-11-12;14;491;Total
2017-11-13;145;527;Total
2017-11-14;129;558;Total
2017-11-15;125;614;Total
2017-11-16;113;636;Total
2017-11-17;93;655;Total
2017-11-18;40;659;Total
2017-11-19;29;674;Total
2017-11-20;188;717;Total
2017-11-21;128;716;Total
2017-11-22;136;727;Total
2017-11-23;133;747;Total
2017-11-24;83;737;Total
2017-11-25;39;736;Total
2017-11-26;28;735;Total
2017-11-27;182;729;Total
2017-11-28;154;755;Total
2017-11-29;156;775;Total
2017-11-30;162;804;Total
2017-12-01;160;881;Total
2017-12-02;57;899;Total
2017-12-03;33;904;Total
2017-12-04;292;1014;Total
2017-12-05;210;1070;Total
2017-12-06;61;975;Total
2017-12-07;197;1010;Total
2017-12-08;61;911;Total
2017-12-09;133;987;Total
2017-12-10;101;1055;Total
2017-12-11;560;1323;Total
2017-12-12;362;1475;Total
2017-12-13;386;1800;Total
2017-12-14;403;2006;Total
2017-12-15;378;2323;Total
2017-12-16;157;2347;Total
2017-12-17;124;2370;Total
2017-12-18;914;2724;Total
2017-12-19;742;3104;Total
2017-12-20;764;3482;Total
2017-12-21;787;3866;Total
2017-12-22;776;4264;Total
2017-12-23;458;4565;Total
2017-12-24;363;4804;Total
2017-12-25;415;4305;Total
2017-12-26;648;4211;Total
2017-12-27;2856;6303;Total
2017-12-28;2415;7931;Total
2017-12-29;2444;9599;Total
2017-12-30;1114;10255;Total
2017-12-31;801;10693;Total
2018-01-01;802;11080;Total
2018-01-02;4508;14940;Total
2018-01-03;3355;15439;Total
2018-01-04;3204;16228;Total
2018-01-05;2625;16409;Total
2018-01-06;739;16034;Total
2018-01-07;910;16143;Total
2018-01-08;5606;20947;Total
2018-01-09;3631;20070;Total
2018-01-10;3192;19907;Total
2018-01-11;2985;19688;Total
2018-01-12;2677;19740;Total
2018-01-13;820;19821;Total
2018-01-14;720;19631;Total
2018-01-15;5183;19208;Total
2018-01-16;3609;19186;Total
2018-01-17;3364;19358;Total
2018-01-18;3106;19479;Total
2018-01-19;2861;19663;Total
2018-01-20;812;19655;Total
2018-01-21;662;19597;Total
2018-01-22;4711;19125;Total
2018-01-23;3332;18848;Total
2018-01-24;2966;18450;Total
2018-01-25;2595;17939;Total
2018-01-26;1995;17073;Total
2018-01-27;569;16830;Total
2018-01-28;479;16647;Total
2018-01-29;3609;15545;Total
2018-01-30;2325;14538;Total
2018-01-31;2178;13750;Total
2018-02-01;2008;13163;Total
2018-02-02;1658;12826;Total
2018-02-03;476;12733;Total
2018-02-04;303;12557;Total
2018-02-05;2554;11502;Total
2018-02-06;1835;11012;Total
2018-02-07;1649;10483;Total
2018-02-08;1393;9868;Total
2018-02-09;1177;9387;Total
2018-02-10;421;9332;Total
2018-02-11;337;9366;Total
2018-02-12;2118;8930;Total
2018-02-13;1739;8834;Total
2018-02-14;1625;8810;Total
2018-02-15;1433;8850;Total
2018-02-16;1088;8761;Total
2018-02-17;365;8705;Total
2018-02-18;289;8657;Total
2018-02-19;1823;8362;Total
2018-02-20;1235;7858;Total
2018-02-21;1087;7320;Total
2018-02-22;914;6801;Total
2018-02-23;721;6434;Total
2018-02-24;219;6288;Total
2018-02-25;188;6187;Total
2018-02-26;1419;5783;Total
2018-02-27;883;5431;Total
2018-02-28;725;5069;Total
2018-03-01;783;4938;Total
2018-03-02;561;4778;Total
2018-03-03;178;4737;Total
2018-03-04;135;4684;Total
2018-03-05;1012;4277;Total
2018-03-06;685;4079;Total
2018-03-07;585;3939;Total
2018-03-08;427;3583;Total
2018-03-09;408;3430;Total
2018-03-10;116;3368;Total
2018-03-11;98;3331;Total
2018-03-12;636;2955;Total
2018-03-13;391;2661;Total
2018-03-14;357;2433;Total
2018-03-15;297;2303;Total
2018-03-16;264;2159;Total
2018-03-17;78;2121;Total
2018-03-18;50;2073;Total
2018-03-19;434;1871;Total
2018-03-20;307;1787;Total
2018-03-21;236;1666;Total
2018-03-22;231;1600;Total
2018-03-23;177;1513;Total
2018-03-24;65;1500;Total
2018-03-25;63;1513;Total
2018-03-26;241;1320;Total
2018-03-27;143;1156;Total
2018-03-28;104;1024;Total
2018-03-29;81;874;Total
2018-03-30;50;747;Total
2018-03-31;30;712;Total
2018-04-01;30;679;Total
2018-04-02;33;471;Total
2018-04-03;205;533;Total
2018-04-04;115;544;Total
2018-04-05;100;563;Total
2018-04-06;88;601;Total
2018-04-07;31;602;Total
2018-04-08;25;597;Total
2018-04-09;112;676;Total
2018-04-10;84;555;Total
2018-04-11;78;518;Total
2018-04-12;65;483;Total
2018-04-13;47;442;Total
2018-04-14;20;431;Total
2018-04-15;22;428;Total
2018-04-16;102;418;Total
2018-04-17;50;384;Total
2018-04-18;56;362;Total
2018-04-19;35;332;Total
2018-04-20;20;305;Total
2018-04-21;19;304;Total
2018-04-22;6;288;Total
2018-04-23;46;232;Total
2018-04-24;32;214;Total
2018-04-25;39;197;Total
2018-04-26;36;198;Total
2018-04-27;31;209;Total
2018-04-28;7;197;Total
2018-04-29;20;211;Total
2018-04-30;21;186;Total
2018-05-01;15;169;Total
2018-05-02;38;168;Total
2018-05-03;32;164;Total
2018-05-04;19;152;Total
2018-05-05;4;149;Total
2018-05-06;16;145;Total
2018-05-07;39;163;Total
2018-05-08;21;169;Total
2018-05-09;27;158;Total
2018-05-10;18;144;Total
2018-05-11;13;138;Total
2018-05-12;5;139;Total
2018-05-13;9;132;Total
2018-05-14;32;125;Total
2018-05-15;17;121;Total
2018-05-16;20;114;Total
2018-05-17;26;122;Total
2018-05-18;13;122;Total
2018-05-19;10;127;Total
2018-05-20;6;124;Total
2018-05-21;11;103;Total
2018-05-22;19;105;Total
2018-05-23;20;105;Total
2018-05-24;18;97;Total
2018-05-25;3;87;Total
2018-05-26;7;84;Total
2018-05-27;6;84;Total
2018-05-28;9;82;Total
2018-05-29;18;81;Total
2018-05-30;13;74;Total
2018-05-31;10;66;Total
2018-06-01;11;74;Total
2018-06-02;4;71;Total
2018-06-03;4;69;Total
2018-06-04;12;72;Total
2018-06-05;16;70;Total
2018-06-06;14;71;Total
2018-06-07;8;69;Total
2018-06-08;12;70;Total
2018-06-09;4;70;Total
2018-06-10;1;67;Total
2018-06-11;9;64;Total
2018-06-12;10;58;Total
2018-06-13;7;51;Total
2018-06-14;7;50;Total
2018-06-15;13;51;Total
2018-06-16;4;51;Total
2018-06-17;5;55;Total
2018-06-18;12;58;Total
2018-06-19;11;59;Total
2018-06-20;12;64;Total
2018-06-21;3;60;Total
2018-06-22;3;50;Total
2018-06-23;9;55;Total
2018-06-24;2;52;Total
2018-06-25;8;48;Total
2018-06-26;11;48;Total
2018-06-27;7;43;Total
2018-06-28;3;43;Total
2018-06-29;2;42;Total
2018-06-30;4;37;Total
2018-07-01;0;35;Total
2018-07-02;7;34;Total
2018-07-03;11;34;Total
2018-07-04;9;36;Total
2018-07-05;3;36;Total
2018-07-06;5;39;Total
2018-07-07;1;36;Total
2018-07-08;0;36;Total
2018-07-09;19;48;Total
2018-07-10;9;46;Total
2018-07-11;3;40;Total
2018-07-12;7;44;Total
2018-07-13;5;44;Total
2018-07-14;1;44;Total
2018-07-15;1;45;Total
2018-07-16;7;33;Total
2018-07-17;5;29;Total
2018-07-18;7;33;Total
2018-07-19;5;31;Total
2018-07-20;3;29;Total
2018-07-21;8;36;Total
2018-07-22;4;39;Total
2018-07-23;8;40;Total
2018-07-24;4;39;Total
2018-07-25;5;37;Total
2018-07-26;10;42;Total
2018-07-27;1;40;Total
2018-07-28;0;32;Total
2018-07-29;7;35;Total
2018-07-30;4;31;Total
2018-07-31;1;28;Total
2018-08-01;8;31;Total
2018-08-02;8;29;Total
2018-08-03;10;38;Total
2018-08-04;2;40;Total
2018-08-05;4;37;Total
2018-08-06;5;38;Total
2018-08-07;4;41;Total
2018-08-08;9;42;Total
2018-08-09;6;40;Total
2018-08-10;4;34;Total
2018-08-11;7;39;Total
2018-08-12;5;40;Total
2018-08-13;7;42;Total
2018-08-14;3;41;Total
2018-08-15;3;35;Total
2018-08-16;9;38;Total
2018-08-17;7;41;Total
2018-08-18;6;40;Total
2018-08-19;5;40;Total
2018-08-20;7;40;Total
2018-08-21;16;53;Total
2018-08-22;8;58;Total
2018-08-23;10;59;Total
2018-08-24;10;62;Total
2018-08-25;9;65;Total
2018-08-26;4;64;Total
2018-08-27;6;63;Total
2018-08-28;12;59;Total
2018-08-29;9;60;Total
2018-08-30;8;58;Total
2018-08-31;3;51;Total
2018-09-01;7;49;Total
2018-09-02;2;47;Total
2018-09-03;16;57;Total
2018-09-04;10;55;Total
2018-09-05;8;54;Total
2018-09-06;11;57;Total
2018-09-07;6;60;Total
2018-09-08;13;66;Total
2018-09-09;12;76;Total
2018-09-10;12;72;Total
2018-09-11;6;68;Total
2018-09-12;16;76;Total
2018-09-13;16;81;Total
2018-09-14;9;84;Total
2018-09-15;8;79;Total
2018-09-16;4;71;Total
2018-09-17;12;71;Total
2018-09-18;19;84;Total
2018-09-19;18;86;Total
2018-09-20;9;79;Total
2018-09-21;10;80;Total
2018-09-22;4;76;Total
2018-09-23;13;85;Total
2018-09-24;24;97;Total
2018-09-25;18;96;Total
2018-09-26;28;106;Total
2018-09-27;20;117;Total
2018-09-28;20;127;Total
2018-09-29;19;142;Total
2018-09-30;15;144;Total
2018-10-01;33;153;Total
2018-10-02;27;162;Total
2018-10-03;30;164;Total
2018-10-04;46;190;Total
2018-10-05;22;192;Total
2018-10-06;12;185;Total
2018-10-07;18;188;Total
2018-10-08;42;197;Total
2018-10-09;50;220;Total
2018-10-10;28;218;Total
2018-10-11;21;193;Total
2018-10-12;17;188;Total
2018-10-13;11;187;Total
2018-10-14;13;182;Total
2018-10-15;42;182;Total
2018-10-16;37;169;Total
2018-10-17;36;177;Total
2018-10-18;38;194;Total
2018-10-19;30;207;Total
2018-10-20;17;213;Total
2018-10-21;13;213;Total
2018-10-22;65;236;Total
2018-10-23;32;231;Total
2018-10-24;50;245;Total
2018-10-25;45;252;Total
2018-10-26;28;250;Total
2018-10-27;17;250;Total
2018-10-28;17;254;Total
2018-10-29;89;278;Total
2018-10-30;68;314;Total
2018-10-31;71;335;Total
2018-11-01;18;308;Total
2018-11-02;45;325;Total
2018-11-03;21;329;Total
2018-11-04;27;339;Total
2018-11-05;114;364;Total
2018-11-06;99;395;Total
2018-11-07;103;427;Total
2018-11-08;70;479;Total
2018-11-09;93;527;Total
2018-11-10;32;538;Total
2018-11-11;21;532;Total
2018-11-12;134;552;Total
2018-11-13;85;538;Total
2018-11-14;88;523;Total
2018-11-15;76;529;Total
2018-11-16;66;502;Total
2018-11-17;23;493;Total
2018-11-18;23;495;Total
2018-11-19;148;509;Total
2018-11-20;104;528;Total
2018-11-21;100;540;Total
2018-11-22;93;557;Total
2018-11-23;93;584;Total
2018-11-24;30;591;Total
2018-11-25;24;592;Total
2018-11-26;123;567;Total
2018-11-27;89;552;Total
2018-11-28;89;541;Total
2018-11-29;68;516;Total
2018-11-30;75;498;Total
2018-12-01;44;512;Total
2018-12-02;35;523;Total
2018-12-03;168;568;Total
2018-12-04;144;623;Total
2018-12-05;96;630;Total
2018-12-06;53;615;Total
2018-12-07;126;666;Total
2018-12-08;62;684;Total
2018-12-09;39;688;Total
2018-12-10;233;753;Total
2018-12-11;197;806;Total
2018-12-12;171;881;Total
2018-12-13;172;1000;Total
2018-12-14;139;1013;Total
2018-12-15;61;1012;Total
2018-12-16;47;1020;Total
2018-12-17;348;1135;Total
2018-12-18;280;1218;Total
2018-12-19;237;1284;Total
2018-12-20;218;1330;Total
2018-12-21;196;1387;Total
2018-12-22;100;1426;Total
2018-12-23;72;1451;Total
2018-12-24;235;1338;Total
2018-12-25;71;1129;Total
2018-12-26;135;1027;Total
2018-12-27;605;1414;Total
2018-12-28;512;1730;Total
2018-12-29;216;1846;Total
2018-12-30;178;1952;Total
2018-12-31;467;2184;Total
2019-01-01;145;2258;Total
2019-01-02;870;2993;Total
2019-01-03;734;3122;Total
2019-01-04;717;3327;Total
2019-01-05;286;3397;Total
2019-01-06;196;3415;Total
2019-01-07;1411;4359;Total
2019-01-08;1258;5472;Total
2019-01-09;1277;5879;Total
2019-01-10;1197;6342;Total
2019-01-11;1055;6680;Total
2019-01-12;454;6848;Total
2019-01-13;433;7085;Total
2019-01-14;3012;8686;Total
2019-01-15;2232;9660;Total
2019-01-16;2261;10644;Total
2019-01-17;2319;11766;Total
2019-01-18;2323;13034;Total
2019-01-19;711;13291;Total
2019-01-20;570;13428;Total
2019-01-21;4488;14904;Total
2019-01-22;3185;15857;Total
2019-01-23;2991;16587;Total
2019-01-24;2783;17051;Total
2019-01-25;2541;17269;Total
2019-01-26;808;17366;Total
2019-01-27;637;17433;Total
2019-01-28;4912;17857;Total
2019-01-29;3421;18093;Total
2019-01-30;3011;18113;Total
2019-01-31;2865;18195;Total
2019-02-01;2535;18189;Total
2019-02-02;722;18103;Total
2019-02-03;641;18107;Total
2019-02-04;4296;17491;Total
2019-02-05;2966;17036;Total
2019-02-06;2700;16725;Total
2019-02-07;2370;16230;Total
2019-02-08;2029;15724;Total
2019-02-09;575;15577;Total
2019-02-10;532;15468;Total
2019-02-11;3258;14430;Total
2019-02-12;2047;13511;Total
2019-02-13;1780;12591;Total
2019-02-14;1532;11753;Total
2019-02-15;1300;11024;Total
2019-02-16;358;10807;Total
2019-02-17;274;10549;Total
2019-02-18;2178;9469;Total
2019-02-19;1497;8919;Total
2019-02-20;1249;8388;Total
2019-02-21;812;7668;Total
2019-02-22;922;7290;Total
2019-02-23;262;7194;Total
2019-02-24;183;7103;Total
2019-02-25;1149;6074;Total
2019-02-26;834;5411;Total
2019-02-27;714;4876;Total
2019-02-28;514;4578;Total
2019-03-01;467;4123;Total
2019-03-02;153;4014;Total
2019-03-03;121;3952;Total
2019-03-04;680;3483;Total
2019-03-05;505;3154;Total
2019-03-06;407;2847;Total
2019-03-07;329;2662;Total
2019-03-08;235;2430;Total
2019-03-09;71;2348;Total
2019-03-10;62;2289;Total
2019-03-11;419;2028;Total
2019-03-12;301;1824;Total
2019-03-13;223;1640;Total
2019-03-14;183;1494;Total
2019-03-15;138;1397;Total
2019-03-16;57;1383;Total
2019-03-17;46;1367;Total
2019-03-18;258;1206;Total
2019-03-19;177;1082;Total
2019-03-20;139;998;Total
2019-03-21;117;932;Total
2019-03-22;105;899;Total
2019-03-23;52;894;Total
2019-03-24;21;869;Total
2019-03-25;131;742;Total
2019-03-26;110;675;Total
2019-03-27;85;621;Total
2019-03-28;82;586;Total
2019-03-29;64;545;Total
2019-03-30;27;520;Total
2019-03-31;36;535;Total
2019-04-01;134;538;Total
2019-04-02;88;516;Total
2019-04-03;95;526;Total
2019-04-04;71;515;Total
2019-04-05;49;500;Total
2019-04-06;24;497;Total
2019-04-07;26;487;Total
2019-04-08;105;458;Total
2019-04-09;52;422;Total
2019-04-10;59;386;Total
2019-04-11;57;372;Total
2019-04-12;24;347;Total
2019-04-13;19;342;Total
2019-04-14;15;331;Total
2019-04-15;62;288;Total
2019-04-16;43;279;Total
2019-04-17;30;250;Total
2019-04-18;23;216;Total
2019-04-19;23;215;Total
2019-04-20;19;215;Total
2019-04-21;36;236;Total
2019-04-22;19;193;Total
2019-04-23;49;199;Total
2019-04-24;47;216;Total
2019-04-25;47;240;Total
2019-04-26;28;245;Total
2019-04-27;12;238;Total
2019-04-28;6;208;Total
2019-04-29;41;230;Total
2019-04-30;38;219;Total
2019-05-01;6;178;Total
2019-05-02;30;161;Total
2019-05-03;19;152;Total
2019-05-04;9;149;Total
2019-05-05;2;145;Total
2019-05-06;28;132;Total
2019-05-07;28;122;Total
2019-05-08;37;153;Total
2019-05-09;24;147;Total
2019-05-10;21;149;Total
2019-05-11;11;151;Total
2019-05-12;7;156;Total
2019-05-13;35;163;Total
2019-05-14;21;156;Total
2019-05-15;29;148;Total
2019-05-16;31;155;Total
2019-05-17;26;160;Total
2019-05-18;3;152;Total
2019-05-19;3;148;Total
2019-05-20;37;150;Total
2019-05-21;26;155;Total
2019-05-22;23;149;Total
2019-05-23;37;155;Total
2019-05-24;17;146;Total
2019-05-25;8;151;Total
2019-05-26;6;154;Total
2019-05-27;28;145;Total
2019-05-28;26;145;Total
2019-05-29;19;141;Total
2019-05-30;23;127;Total
2019-05-31;18;128;Total
2019-06-01;9;129;Total
2019-06-02;5;128;Total
2019-06-03;16;116;Total
2019-06-04;12;102;Total
2019-06-05;11;94;Total
2019-06-06;15;86;Total
2019-06-07;9;77;Total
2019-06-08;6;74;Total
2019-06-09;5;74;Total
2019-06-10;10;68;Total
2019-06-11;14;70;Total
2019-06-12;11;70;Total
2019-06-13;14;69;Total
2019-06-14;15;75;Total
2019-06-15;3;72;Total
2019-06-16;6;73;Total
2019-06-17;12;75;Total
2019-06-18;6;67;Total
2019-06-19;6;62;Total
2019-06-20;5;53;Total
2019-06-21;7;45;Total
2019-06-22;6;48;Total
2019-06-23;2;44;Total
2019-06-24;4;36;Total
2019-06-25;10;40;Total
2019-06-26;6;40;Total
2019-06-27;5;40;Total
2019-06-28;7;40;Total
2019-06-29;2;36;Total
2019-06-30;2;36;Total
2019-07-01;10;42;Total
2019-07-02;10;42;Total
2019-07-03;11;47;Total
2019-07-04;6;48;Total
2019-07-05;7;48;Total
2019-07-06;2;48;Total
2019-07-07;2;48;Total
2019-07-08;7;45;Total
2019-07-09;6;41;Total
2019-07-10;4;34;Total
2019-07-11;3;31;Total
2019-07-12;5;29;Total
2019-07-13;4;31;Total
2019-07-14;5;34;Total
2019-07-15;5;32;Total
2019-07-16;6;32;Total
2019-07-17;6;34;Total
2019-07-18;3;34;Total
2019-07-19;3;32;Total
2019-07-20;4;32;Total
2019-07-21;6;33;Total
2019-07-22;8;36;Total
2019-07-23;4;34;Total
